,X1,event.times,longitude,latitude,altitude,heart.rate,breathing.rate,activity,peak.acceleration,original
1,1,12:53:01,149.39611,-35.56714,905,195,19,0.09,0.55,real-sensor
2,2,12:53:00,149.39611,-35.56714,905,197,20,0.08,0.39,real-sensor
3,3,12:53:02,149.39611,-35.56714,905,182,19,0.15,0.74,real-sensor
4,4,12:53:03,149.39611,-35.56714,905,175,19,0.09,0.27,real-sensor
5,5,12:53:04,149.39611,-35.56714,905,172,19,0.08,0.15,real-sensor
6,6,12:53:05,149.39611,-35.56714,905,173,19,0.08,0.33,real-sensor
7,7,12:53:06,149.39611,-35.56714,905,173,19,0.08,0.15,real-sensor
8,8,12:53:07,149.39611,-35.56714,905,173,18,0.05,0.09,real-sensor
9,9,12:53:08,149.39611,-35.56714,905,172,18,0.03,0.09,real-sensor
10,10,12:53:09,149.39611,-35.56714,905,170,18,0.03,0.3,real-sensor
11,11,12:53:10,149.39611,-35.56714,905,168,18,0.07,0.21,real-sensor
12,12,12:53:11,149.39611,-35.56714,905,164,18,0.11,0.15,real-sensor
13,13,12:53:12,149.39611,-35.56714,905,160,18,0.07,0.14,real-sensor
14,14,12:53:13,149.39611,-35.56714,905,155,18,0.06,0.3,real-sensor
15,15,12:53:14,149.39611,-35.56714,905,152,18,0.07,0.32,real-sensor
16,16,12:53:15,149.39611,-35.56714,905,147,17,0.09,0.27,real-sensor
17,17,12:53:16,149.39611,-35.56714,905,147,17,0.07,0.19,real-sensor
18,18,12:53:17,149.39611,-35.56714,905,146,17,0.06,0.57,real-sensor
19,19,12:53:18,149.39611,-35.56714,905,147,17,0.07,0.31,real-sensor
20,20,12:53:19,149.39611,-35.56714,905,150,17,0.09,0.57,real-sensor
21,21,12:53:20,149.39611,-35.56714,905,151,17,0.13,2.04,real-sensor
22,22,12:53:21,149.39611,-35.56714,905,151,17,0.41,2,real-sensor
23,23,12:53:22,149.39611,-35.56714,905,151,17,0.45,0.68,real-sensor
24,24,12:53:23,149.3961,-35.56715,905,151,16,0.19,0.37,real-sensor
25,25,12:53:24,149.3961,-35.56715,905,160,16,0.14,0.24,real-sensor
26,26,12:53:25,149.3961,-35.56714,905,166,16,0.12,0.2,real-sensor
27,27,12:53:26,149.3961,-35.56714,905,165,16,0.09,0.2,real-sensor
28,28,12:53:27,149.3961,-35.56714,905,161,16,0.08,0.19,real-sensor
29,29,12:53:28,149.3961,-35.56714,905,159,16,0.07,0.14,real-sensor
30,30,12:53:29,149.3961,-35.56714,905,156,16,0.06,0.19,real-sensor
31,31,12:53:30,149.3961,-35.56714,905,152,16,0.05,0.18,real-sensor
32,32,12:53:31,149.3961,-35.56714,905,146,16,0.04,0.22,real-sensor
33,33,12:53:32,149.3961,-35.56714,905,141,16,0.07,0.15,real-sensor
34,34,12:53:33,149.3961,-35.56714,905,137,15,0.05,0.3,real-sensor
35,35,12:53:34,149.3961,-35.56714,905,136,15,0.05,0.12,real-sensor
36,36,12:53:35,149.3961,-35.56714,905,137,15,0.04,0.09,real-sensor
37,37,12:53:36,149.3961,-35.56714,905,141,15,0.06,0.57,real-sensor
38,38,12:53:37,149.3961,-35.56714,905,141,15,0.09,0.09,real-sensor
39,39,12:53:38,149.3961,-35.56714,905,144,15,0.04,0.14,real-sensor
40,40,12:53:39,149.3961,-35.56714,905,147,14,0.04,0.08,real-sensor
41,41,12:53:40,149.3961,-35.56714,905,144,14,0.05,0.48,real-sensor
42,42,12:53:41,149.3961,-35.56714,905,140,14,0.08,0.14,real-sensor
43,43,12:53:42,149.3961,-35.56714,905,143,14,0.06,0.14,real-sensor
44,44,12:53:43,149.3961,-35.56714,905,144,14,0.05,0.15,real-sensor
45,45,12:53:44,149.3961,-35.56714,905,145,14,0.05,0.36,real-sensor
46,46,12:53:45,149.3961,-35.56714,905,144,13,0.07,0.27,real-sensor
47,47,12:53:46,149.3961,-35.56714,905,141,13,0.08,0.18,real-sensor
48,48,12:53:47,149.3961,-35.56714,905,140,13,0.06,0.09,real-sensor
49,49,12:53:48,149.3961,-35.56714,905,138,13,0.06,0.2,real-sensor
50,50,12:53:49,149.3961,-35.56714,905,134,13,0.07,0.16,real-sensor
51,51,12:53:50,149.3961,-35.56714,905,131,13,0.07,0.44,real-sensor
52,52,12:53:51,149.3961,-35.56714,905,130,13,0.09,0.2,real-sensor
53,53,12:53:52,149.3961,-35.56714,905,135,13,0.07,0.26,real-sensor
54,54,12:53:53,149.3961,-35.56714,905,140,13,0.05,0.12,real-sensor
55,55,12:53:54,149.3961,-35.56714,905,141,13,0.05,0.09,real-sensor
56,56,12:53:55,149.3961,-35.56714,905,139,12,0.04,0.24,real-sensor
57,57,12:53:56,149.3961,-35.56714,905,140,12,0.05,0.08,real-sensor
58,58,12:53:57,149.3961,-35.56714,905,141,12,0.03,0.09,real-sensor
59,59,12:53:58,149.3961,-35.56714,905,140,12,0.03,0.09,real-sensor
60,60,12:53:59,149.3961,-35.56714,905,139,12,0.03,0.09,real-sensor
61,61,12:54:00,149.3961,-35.56714,905,138,12,0.03,0.08,real-sensor
62,62,12:54:01,149.3961,-35.56714,905,137,12,0.03,0.09,real-sensor
63,63,12:54:02,149.3961,-35.56714,905,135,12,0.03,0.09,real-sensor
64,64,12:54:03,149.3961,-35.56714,905,134,12,0.06,0.16,real-sensor
65,65,12:54:04,149.3961,-35.56714,905,136,12,0.09,0.27,real-sensor
66,66,12:54:05,149.3961,-35.56714,905,140,12,0.13,0.85,real-sensor
67,67,12:54:06,149.3961,-35.56714,905,141,12,0.19,0.34,real-sensor
68,68,12:54:07,149.3961,-35.56714,905,142,12,0.12,0.49,real-sensor
69,69,12:54:08,149.3961,-35.56714,905,142,12,0.12,0.15,real-sensor
70,70,12:54:09,149.3961,-35.56714,905,142,12,0.06,0.14,real-sensor
71,71,12:54:10,149.3961,-35.56714,905,141,12,0.05,0.12,real-sensor
72,72,12:54:11,149.3961,-35.56714,905,137,12,0.05,0.24,real-sensor
73,73,12:54:12,149.3961,-35.56714,905,132,12,0.06,0.08,real-sensor
74,74,12:54:13,149.3961,-35.56714,905,128,11,0.04,0.09,real-sensor
75,75,12:54:14,149.3961,-35.56714,905,124,11,0.04,0.13,real-sensor
76,76,12:54:15,149.3961,-35.56714,905,124,11,0.04,0.2,real-sensor
77,77,12:54:16,149.3961,-35.56714,905,126,11,0.07,0.38,real-sensor
78,78,12:54:17,149.3961,-35.56714,905,131,11,0.09,0.18,real-sensor
79,79,12:54:18,149.3961,-35.56714,905,137,11,0.08,0.13,real-sensor
80,80,12:54:19,149.3961,-35.56714,905,136,11,0.05,0.09,real-sensor
81,81,12:54:20,149.3961,-35.56714,905,131,11,0.04,0.08,real-sensor
82,82,12:54:21,149.3961,-35.56714,905,130,11,0.05,0.09,real-sensor
83,83,12:54:22,149.3961,-35.56714,905,131,11,0.05,0.25,real-sensor
84,84,12:54:23,149.3961,-35.56714,905,132,11,0.06,0.08,real-sensor
85,85,12:54:24,149.3961,-35.56714,905,131,11,0.04,0.08,real-sensor
86,86,12:54:25,149.3961,-35.56714,905,130,11,0.04,0.12,real-sensor
87,87,12:54:26,149.3961,-35.56714,905,131,11,0.05,0.14,real-sensor
88,88,12:54:27,149.3961,-35.56714,905,130,11,0.07,0.19,real-sensor
89,89,12:54:28,149.3961,-35.56714,905,128,11,0.07,0.16,real-sensor
90,90,12:54:29,149.3961,-35.56714,905,127,11,0.06,0.12,real-sensor
91,91,12:54:30,149.3961,-35.56714,905,131,11,0.05,0.08,real-sensor
92,92,12:54:31,149.3961,-35.56714,905,134,11,0.04,0.09,real-sensor
93,93,12:54:32,149.3961,-35.56714,905,134,11,0.04,0.13,real-sensor
94,94,12:54:33,149.3961,-35.56714,905,131.5,11,0.04,0.145,synthetic-interpolated
95,95,12:54:34,149.3961,-35.56714,905,129,11,0.04,0.16,real-sensor
96,96,12:54:35,149.3961,-35.56714,905,128,11,0.07,0.13,real-sensor
97,97,12:54:36,149.3961,-35.56714,905,126,11,0.06,0.13,real-sensor
98,98,12:54:37,149.3961,-35.56714,905,127,11,0.06,0.18,real-sensor
99,99,12:54:38,149.3961,-35.56714,905,125,11,0.06,0.13,real-sensor
100,100,12:54:39,149.3961,-35.56714,905,125,11,0.06,0.15,real-sensor
101,101,12:54:40,149.3961,-35.56714,905,130,11,0.06,0.13,real-sensor
102,102,12:54:41,149.3961,-35.56714,905,128,11,0.07,0.18,real-sensor
103,103,12:54:42,149.3961,-35.56714,905,124,11,0.07,0.19,real-sensor
104,104,12:54:43,149.3961,-35.56714,905,125,11,0.08,0.54,real-sensor
105,105,12:54:44,149.3961,-35.56714,905,129,11,0.2,1.03,real-sensor
106,106,12:54:45,149.3961,-35.56714,905,130,11,0.27,0.16,real-sensor
107,107,12:54:46,149.3961,-35.56714,905,132,11,0.08,0.13,real-sensor
108,108,12:54:47,149.3961,-35.56714,905,135,11,0.04,0.18,real-sensor
109,109,12:54:48,149.3961,-35.56714,905,139,11,0.05,0.12,real-sensor
110,110,12:54:49,149.3961,-35.56714,905,134,11,0.05,0.14,real-sensor
111,111,12:54:50,149.3961,-35.56714,905,130,11,0.06,0.19,real-sensor
112,112,12:54:51,149.3961,-35.56714,905,125,11,0.08,0.28,real-sensor
113,113,12:54:52,149.3961,-35.56714,905,122,11,0.07,0.14,real-sensor
114,114,12:54:53,149.3961,-35.56714,905,118.5,11,0.08,0.165,synthetic-interpolated
115,115,12:54:54,149.3961,-35.56714,905,115,11,0.09,0.19,real-sensor
116,116,12:54:55,149.3961,-35.56714,905,108,11,0.09,0.24,real-sensor
117,117,12:54:56,149.3961,-35.56714,905,104,11,0.09,0.28,real-sensor
118,118,12:54:57,149.3961,-35.56714,905,106,11,0.09,0.16,real-sensor
119,119,12:54:58,149.3961,-35.56714,905,112,11,0.07,0.56,real-sensor
120,120,12:54:59,149.3961,-35.56714,905,116,11,0.11,0.4,real-sensor
121,121,12:55:00,149.3961,-35.56714,905,117,11,0.16,0.13,real-sensor
122,122,12:55:01,149.3961,-35.56714,905,119,11,0.07,0.12,real-sensor
123,123,12:55:02,149.3961,-35.56714,905,120,11,0.06,0.4,real-sensor
124,124,12:55:03,149.3961,-35.56714,905,123,11,0.07,0.09,real-sensor
125,125,12:55:04,149.3961,-35.56714,905,123,11,0.06,0.15,real-sensor
126,126,12:55:05,149.3961,-35.56714,905,129,12,0.06,0.09,real-sensor
127,127,12:55:06,149.3961,-35.56714,905,132,12,0.05,0.24,real-sensor
128,128,12:55:07,149.3961,-35.56714,905,135,12,0.05,0.09,real-sensor
129,129,12:55:08,149.3961,-35.56714,905,135,12,0.06,0.09,real-sensor
130,130,12:55:09,149.3961,-35.56714,905,135,12,0.05,0.09,real-sensor
131,131,12:55:10,149.3961,-35.56714,905,133,12,0.05,0.15,real-sensor
132,132,12:55:11,149.3961,-35.56714,905,130,12,0.06,0.09,real-sensor
133,133,12:55:12,149.3961,-35.56714,905,128,12,0.04,0.09,real-sensor
134,134,12:55:13,149.3961,-35.56714,905,128,12,0.03,0.09,real-sensor
135,135,12:55:14,149.3961,-35.56714,905,123,12,0.03,0.14,real-sensor
136,136,12:55:15,149.3961,-35.56714,905,120,12,0.05,0.09,real-sensor
137,137,12:55:16,149.3961,-35.56714,905,120,12,0.08,1.12,real-sensor
138,138,12:55:17,149.3961,-35.56714,905,126,12,0.19,0.18,real-sensor
139,139,12:55:18,149.3961,-35.56714,905,129,12,0.12,0.14,real-sensor
140,140,12:55:19,149.3961,-35.56714,905,133,12,0.07,0.22,real-sensor
141,141,12:55:20,149.3961,-35.56714,905,135,12,0.07,0.36,real-sensor
142,142,12:55:21,149.3961,-35.56714,905,133,12,0.07,0.32,real-sensor
143,143,12:55:22,149.3961,-35.56714,905,130,12,0.08,0.12,real-sensor
144,144,12:55:23,149.3961,-35.56714,905,128,12,0.05,0.16,real-sensor
145,145,12:55:24,149.3961,-35.56714,905,125,12,0.05,0.18,real-sensor
146,146,12:55:25,149.3961,-35.56714,905,122,13,0.05,0.14,real-sensor
147,147,12:55:26,149.3961,-35.56714,905,120,13,0.05,0.13,real-sensor
148,148,12:55:27,149.3961,-35.56714,905,120,13,0.05,0.15,real-sensor
149,149,12:55:28,149.3961,-35.56714,905,124,13,0.06,0.13,real-sensor
150,150,12:55:29,149.3961,-35.56714,905,126,13,0.07,0.65,real-sensor
151,151,12:55:30,149.3961,-35.56714,905,128,13,0.11,0.16,real-sensor
152,152,12:55:31,149.3961,-35.56714,905,130,14,0.09,0.12,real-sensor
153,153,12:55:32,149.3961,-35.56714,905,131,14,0.06,0.19,real-sensor
154,154,12:55:33,149.3961,-35.56714,905,131,14,0.05,0.09,real-sensor
155,155,12:55:34,149.3961,-35.56714,905,129,14,0.04,0.12,real-sensor
156,156,12:55:35,149.3961,-35.56714,905,127,14,0.05,0.3,real-sensor
157,157,12:55:36,149.3961,-35.56714,905,130,14,0.07,0.16,real-sensor
158,158,12:55:37,149.3961,-35.56714,905,133,15,0.05,0.13,real-sensor
159,159,12:55:38,149.3961,-35.56714,905,129,15,0.04,0.08,real-sensor
160,160,12:55:39,149.3961,-35.56714,905,129,15,0.03,0.12,real-sensor
161,161,12:55:40,149.3961,-35.56714,905,125,15,0.03,0.08,real-sensor
162,162,12:55:41,149.3961,-35.56714,905,123,15,0.03,0.15,real-sensor
163,163,12:55:42,149.3961,-35.56714,905,122,15,0.03,0.14,real-sensor
164,164,12:55:43,149.3961,-35.56714,905,123,15,0.05,0.09,real-sensor
165,165,12:55:44,149.3961,-35.56714,905,125,15,0.04,0.12,real-sensor
166,166,12:55:45,149.3961,-35.56714,905,130,15,0.04,0.08,real-sensor
167,167,12:55:46,149.3961,-35.56714,905,128,15,0.03,0.08,real-sensor
168,168,12:55:47,149.3961,-35.56714,905,128,15,0.03,0.09,real-sensor
169,169,12:55:48,149.3961,-35.56714,905,129,15,0.03,0.14,real-sensor
170,170,12:55:49,149.3961,-35.56714,905,129,15,0.04,0.14,real-sensor
171,171,12:55:50,149.3961,-35.56714,905,130,15,0.03,0.08,real-sensor
172,172,12:55:51,149.3961,-35.56714,905,131,15,0.02,0.13,real-sensor
173,173,12:55:52,149.3961,-35.56714,905,125,15,0.03,0.14,real-sensor
174,174,12:55:53,149.3961,-35.56714,905,122,14,0.04,0.19,real-sensor
175,175,12:55:54,149.3961,-35.56714,905,119,14,0.06,0.12,real-sensor
176,176,12:55:55,149.3961,-35.56714,905,123,14,0.04,0.12,real-sensor
177,177,12:55:56,149.3961,-35.56714,905,123,14,0.04,0.08,real-sensor
178,178,12:55:57,149.3961,-35.56714,905,121,14,0.03,0.09,real-sensor
179,179,12:55:58,149.3961,-35.56714,905,122,14,0.03,0.16,real-sensor
180,180,12:55:59,149.3961,-35.56714,905,125,14,0.04,0.15,real-sensor
181,181,12:56:00,149.3961,-35.56714,905,126,14,0.06,0.12,real-sensor
182,182,12:56:01,149.3961,-35.56714,905,128,14,0.05,0.12,real-sensor
183,183,12:56:02,149.3961,-35.56714,905,127,14,0.05,0.08,real-sensor
184,184,12:56:03,149.3961,-35.56714,905,124,14,0.04,0.13,real-sensor
185,185,12:56:04,149.3961,-35.56714,905,118,14,0.04,0.21,real-sensor
186,186,12:56:05,149.3961,-35.56714,905,118,14,0.05,0.09,real-sensor
187,187,12:56:06,149.3961,-35.56714,905,122,14,0.05,0.09,real-sensor
188,188,12:56:07,149.3961,-35.56714,905,120,14,0.04,0.08,real-sensor
189,189,12:56:08,149.3961,-35.56714,905,118,14,0.03,0.08,real-sensor
190,190,12:56:09,149.3961,-35.56714,905,115,14,0.02,0.07,real-sensor
191,191,12:56:10,149.3961,-35.56714,905,116,14,0.02,0.13,real-sensor
192,192,12:56:11,149.3961,-35.56714,905,119,14,0.03,0.07,real-sensor
193,193,12:56:12,149.3961,-35.56714,905,120,14,0.03,0.12,real-sensor
194,194,12:56:13,149.3961,-35.56714,905,120,14,0.03,0.08,real-sensor
195,195,12:56:14,149.3961,-35.56714,905,121,14,0.03,0.07,real-sensor
196,196,12:56:15,149.3961,-35.56714,905,120.6666667,14,0.033333333,0.076666667,synthetic-interpolated
197,197,12:56:16,149.3961,-35.56714,905,120.3333333,14,0.036666667,0.083333333,synthetic-interpolated
198,198,12:56:17,149.3961,-35.56714,905,120,14,0.04,0.09,real-sensor
199,199,12:56:18,149.3961,-35.56714,905,116,14,0.04,0.15,real-sensor
200,200,12:56:19,149.3961,-35.56714,905,118,14,0.06,0.33,real-sensor
201,201,12:56:20,149.3961,-35.56714,905,123,14,0.07,0.12,real-sensor
202,202,12:56:21,149.3961,-35.56714,905,127,14,0.05,0.14,real-sensor
203,203,12:56:22,149.3961,-35.56714,905,125,14,0.05,0.08,real-sensor
204,204,12:56:23,149.3961,-35.56714,905,125,14,0.04,0.09,real-sensor
205,205,12:56:24,149.3961,-35.56714,905,124,14,0.06,0.3,real-sensor
206,206,12:56:25,149.3961,-35.56714,905,127,14,0.13,0.84,real-sensor
207,207,12:56:26,149.3961,-35.56714,905,130,14,0.21,0.71,real-sensor
208,208,12:56:27,149.3961,-35.56714,905,133,14,0.21,0.2,real-sensor
209,209,12:56:28,149.3961,-35.56714,905,135,14,0.07,0.12,real-sensor
210,210,12:56:29,149.3961,-35.56714,905,136.6666667,14.33333333,0.06,0.11,synthetic-interpolated
211,211,12:56:30,149.3961,-35.56714,905,138.3333333,14.66666667,0.05,0.1,synthetic-interpolated
212,212,12:56:31,149.3961,-35.56714,905,140,15,0.04,0.09,real-sensor
213,213,12:56:32,149.3961,-35.56714,905,134,15,0.03,0.08,real-sensor
214,214,12:56:33,149.3961,-35.56714,905,130,15,0.03,0.13,real-sensor
215,215,12:56:34,149.3961,-35.56714,905,128,15,0.03,0.07,real-sensor
216,216,12:56:35,149.3961,-35.56714,905,126,15,0.03,0.18,real-sensor
217,217,12:56:36,149.3961,-35.56714,905,124,15,0.02,0.12,real-sensor
218,218,12:56:37,149.3961,-35.56714,905,121,15,0.03,0.28,real-sensor
219,219,12:56:38,149.3961,-35.56714,905,122,15,0.05,0.24,real-sensor
220,220,12:56:39,149.3961,-35.56714,905,124,15,0.09,0.13,real-sensor
221,221,12:56:40,149.3961,-35.56714,905,123,15,0.05,0.14,real-sensor
222,222,12:56:41,149.3961,-35.56714,905,118,15,0.05,0.16,real-sensor
223,223,12:56:42,149.3961,-35.56714,905,117,15,0.06,0.09,real-sensor
224,224,12:56:43,149.3961,-35.56714,905,120,15,0.04,0.09,real-sensor
225,225,12:56:44,149.3961,-35.56714,905,123,15,0.04,0.2,real-sensor
226,226,12:56:45,149.3961,-35.56714,905,123,15,0.06,0.13,real-sensor
227,227,12:56:46,149.3961,-35.56714,905,126,15,0.06,0.09,real-sensor
228,228,12:56:47,149.3961,-35.56714,905,122,15,0.05,0.09,real-sensor
229,229,12:56:48,149.3961,-35.56714,905,119,15,0.04,0.12,real-sensor
230,230,12:56:49,149.3961,-35.56714,905,122,14,0.05,0.09,real-sensor
231,231,12:56:50,149.3961,-35.56714,905,122.5,14,0.055,0.165,synthetic-interpolated
232,232,12:56:51,149.3961,-35.56714,905,123,14,0.06,0.24,real-sensor
233,233,12:56:52,149.3961,-35.56714,905,123,14,0.07,0.09,real-sensor
234,234,12:56:53,149.3961,-35.56714,905,125,14,0.05,0.24,real-sensor
235,235,12:56:54,149.3961,-35.56714,905,124,14,0.08,0.45,real-sensor
236,236,12:56:55,149.3961,-35.56714,905,124,14,0.08,0.24,real-sensor
237,237,12:56:56,149.3961,-35.56714,905,125,14,0.06,0.09,real-sensor
238,238,12:56:57,149.3961,-35.56714,905,126,13,0.04,0.14,real-sensor
239,239,12:56:58,149.3961,-35.56714,905,125,13,0.05,0.14,synthetic-interpolated
240,240,12:56:59,149.3961,-35.56714,905,124,13,0.06,0.14,real-sensor
241,241,12:57:00,149.3961,-35.56714,905,123,13,0.05,0.2,real-sensor
242,242,12:57:01,149.3961,-35.56714,905,124,13,0.05,0.12,real-sensor
243,243,12:57:02,149.3961,-35.56714,905,127,13,0.05,0.34,real-sensor
244,244,12:57:03,149.3961,-35.56714,905,131.5,13,0.125,0.35,synthetic-interpolated
245,245,12:57:04,149.3961,-35.56714,905,136,13,0.2,0.36,real-sensor
246,246,12:57:05,149.3961,-35.56714,905,137,13,0.13,0.12,real-sensor
247,247,12:57:06,149.3961,-35.56714,905,139,13,0.06,0.31,real-sensor
248,248,12:57:07,149.3961,-35.56714,905,137,12,0.07,0.19,real-sensor
249,249,12:57:08,149.3961,-35.56714,905,133,12,0.12,0.78,real-sensor
250,250,12:57:09,149.3961,-35.56714,905,133,12,0.27,0.66,real-sensor
251,251,12:57:10,149.3961,-35.56714,905,133,12,0.26,0.46,real-sensor
252,252,12:57:11,149.3961,-35.56715,905,134,12,0.12,0.15,real-sensor
253,253,12:57:12,149.39611,-35.56715,906,136,12,0.06,0.13,real-sensor
254,254,12:57:13,149.39611,-35.56715,905,138,12,0.08,0.56,real-sensor
255,255,12:57:14,149.39611,-35.56715,905,139,12,0.12,0.46,real-sensor
256,256,12:57:15,149.39611,-35.56715,905,139,12,0.18,0.21,real-sensor
257,257,12:57:16,149.39611,-35.56715,905,138,12,0.09,0.12,real-sensor
258,258,12:57:17,149.39611,-35.56715,905,137,12,0.04,0.14,real-sensor
259,259,12:57:18,149.39611,-35.56715,905,135,12,0.03,0.14,real-sensor
260,260,12:57:19,149.39611,-35.56715,905,132.5,12,0.04,0.145,synthetic-interpolated
261,261,12:57:20,149.39611,-35.56715,905,130,12,0.05,0.15,real-sensor
262,262,12:57:21,149.39611,-35.56715,905,123,12,0.05,0.08,real-sensor
263,263,12:57:22,149.39611,-35.56715,905,115,12,0.03,0.33,real-sensor
264,264,12:57:23,149.39611,-35.56715,905,115,12,0.05,0.28,real-sensor
265,265,12:57:24,149.39611,-35.56715,905,119,12,0.09,0.09,real-sensor
266,266,12:57:25,149.39611,-35.56715,905,121,13,0.03,0.08,real-sensor
267,267,12:57:26,149.39611,-35.56715,905,122,13,0.04,0.09,real-sensor
